,0
X20230711_8-31021038725_14C_04.RCC,50.50002607653962
X20230711_8-31021038725_15C_05.RCC,63.54068573952894
X20230711_8-31021038725_16C_06.RCC,138.0406373402255
X20230711_8-31021038725_17C_07.RCC,115.8104658247694
X20230711_8-31021038725_19C_09.RCC,135.16804384887675
X20230711_8-31021038725_20C_10.RCC,125.38406142820075
X20230711_8-31021038725_21C_11.RCC,31.184473200439463
X20230711_8-31021038725_22C_12.RCC,129.26050325757686
X20230712_10-31021038677_1d_06.RCC,122.34199312581578
X20230712_10-31021038677_2d_07.RCC,34.68752453636718
X20230712_10-31021038677_34c_02.RCC,75.8577867572338
X20230712_10-31021038677_35c_03.RCC,68.0348524910267
X20230712_10-31021038677_36c_04.RCC,32.15089218918478
X20230712_10-31021038677_37c_05.RCC,95.8908922093723
X20230712_10-31021038677_3d_08.RCC,96.5787789950954
X20230712_10-31021038677_4d_09.RCC,105.11724445977781
X20230712_10-31021038677_5d_10.RCC,137.22067208879668
X20230712_10-31021038677_6d_11.RCC,132.98715495892762
X20230712_10-31021038677_7d_12.RCC,104.7318161439777
X20230712_9-31021038676_23c_02.RCC,155.06236489477078
X20230712_9-31021038676_24c_03.RCC,92.53314598597571
X20230712_9-31021038676_25c_04.RCC,0.3673529181888077
X20230712_9-31021038676_26c_05.RCC,22.829001520482407
X20230712_9-31021038676_27c_06.RCC,29.8441208424605
X20230712_9-31021038676_28c_07.RCC,133.42978648332831
X20230712_9-31021038676_29c_08.RCC,103.58459696378665
X20230712_9-31021038676_30c_09.RCC,142.51276090759518
X20230712_9-31021038676_31c_10.RCC,17.067111702373712
X20230712_9-31021038676_32c_11.RCC,68.25276250878527
X20230712_9-31021038676_33c_12.RCC,89.5973178826825
X20230713_11_10d_04.RCC,89.69213408982237
X20230713_11_11d_05.RCC,44.31581644192741
X20230713_11_12d_06.RCC,34.73287582592591
X20230713_11_13d_07.RCC,55.30795025967859
X20230713_11_14d_08.RCC,57.49423556808523
X20230713_11_15d_09.RCC,47.583750762029254
X20230713_11_16d_10.RCC,105.43150720449805
X20230713_11_17d_11.RCC,44.09941493306654
X20230713_11_18d_12.RCC,89.7010614137221
X20230713_11_8d_02.RCC,71.74152589734565
X20230713_11_9d_03.RCC,96.05752264152193
X20230713_12-31021038629_19d_02.RCC,74.23022482866202
X20230713_12-31021038629_20d_03.RCC,92.74542325481629
X20230713_12-31021038629_21d_04.RCC,77.67655048269224
X20230713_12-31021038629_22d_05.RCC,114.06195074795184
X20230713_12-31021038629_23d_06.RCC,107.05543053324975
X20230713_12-31021038629_24d_07.RCC,64.12114153945963
X20230713_12-31021038629_25d_08.RCC,116.08804681113378
X20230713_12-31021038629_26d_09.RCC,1.0356442010113018
X20230713_12-31021038629_27d_10.RCC,60.69245022545783
X20230713_12-31021038629_28d_11.RCC,94.53700667049863
X20230713_12-31021038629_29d_12.RCC,117.91058809085072
X20230714_13-31021038627_30d_02.RCC,88.87054225177616
X20230714_13-31021038627_31d_03.RCC,120.61393969545716
X20230714_13-31021038627_32d_04.RCC,13.357743468624406
X20230714_13-31021038627_33d_05.RCC,115.50465347168542
X20230714_13-31021038627_34d_06.RCC,92.94950283276795
X20230714_13-31021038627_35d_07.RCC,34.4317165862476
X20230714_13-31021038627_36d_08.RCC,47.38985708005888
X20230714_13-31021038627_37d_09.RCC,40.61949283315843
X20230714_13-31021038627_38d_10.RCC,25.78274317420109
X20230714_13-31021038627_39d_11.RCC,143.80846188454794
X20230714_13-31021038627_40d_12.RCC,30.6531384172351
X20230714_14-31021038700_41d_02.RCC,18.13679509257349
X20230714_14-31021038700_42d_03.RCC,77.82718328867439
X20230714_14-31021038700_43d_04.RCC,54.39483653800298
X20230714_14-31021038700_44d_05.RCC,62.59653389017012
X20230714_14-31021038700_45d_06.RCC,5.950716661228945
X20230714_14-31021038700_46d_07.RCC,41.84962566583694
X20230714_14-31021038700_47d_08.RCC,47.187792859460124
X20230714_14-31021038700_48d_09.RCC,36.51999546767158
X20230714_14-31021038700_50d_11.RCC,62.38933141062151
X20230714_14-31021038700_51d_12.RCC,150.44207945546293
