,0
X20230503_1-1-31021038722_14b_11.RCC,113.38932588718984
X20230503_1-1-31021038722_15b_07.RCC,127.25966704606057
X20230503_1-1-31021038722_1b_03.RCC,101.27871246620985
X20230503_1-1-31021038722_29b_09.RCC,86.82918738873695
X20230503_1-1-31021038722_2b_05.RCC,92.47972157020043
X20230503_1-1-31021038722_31_02.RCC,97.46411512963134
X20230503_1-1-31021038722_32b_10.RCC,164.00531427834775
X20230503_1-1-31021038722_33b_12.RCC,155.2568812202862
X20230503_1-1-31021038722_36b_08.RCC,134.85543651779895
X20230503_1-1-31021038722_3b_04.RCC,96.61253983822397
X20230503_1-1-31021038722_9b_06.RCC,125.80725313756938
X20230615_2-31020999446_11_07.RCC,141.76316650861682
X20230615_2-31020999446_12b_03.RCC,88.81422252678598
X20230615_2-31020999446_14_09.RCC,116.65413730823964
X20230615_2-31020999446_27b_08.RCC,142.68107889475007
X20230615_2-31020999446_34b_04.RCC,130.1185825995557
X20230615_2-31020999446_38b_10.RCC,68.0366110784995
X20230615_2-31020999446_39b_12.RCC,106.33641812520479
X20230615_2-31020999446_3_11.RCC,103.87190225129558
X20230615_2-31020999446_4b_05.RCC,118.24021659767136
X20230615_2-31020999446_5b_02.RCC,85.43774809399233
X20230615_2-31020999446_7b_06.RCC,124.80548431298821
X20230615_3-31020999447_10b_12.RCC,73.43745366758607
X20230615_3-31020999447_12_11.RCC,80.03275723270559
X20230615_3-31020999447_16b_04.RCC,83.45740842646534
X20230615_3-31020999447_21b_03.RCC,134.89307989430475
X20230615_3-31020999447_24b_02.RCC,67.28824357593196
X20230615_3-31020999447_25_06.RCC,174.94226034862697
X20230615_3-31020999447_28b_10.RCC,103.78230356709653
X20230615_3-31020999447_37b_08.RCC,58.40711015580106
X20230615_3-31020999447_6_09.RCC,139.18368976908832
X20230615_3-31020999447_8b_07.RCC,73.7598796738555
X20230616_4-31020999448_11b_03.RCC,49.640481936077656
X20230616_4-31020999448_15_02.RCC,172.3551218022221
X20230616_4-31020999448_19b_09.RCC,68.20083177373859
X20230616_4-31020999448_20b_07.RCC,30.95413955091983
X20230616_4-31020999448_22_05.RCC,46.245528278666455
X20230616_4-31020999448_26_08.RCC,180.848016866476
X20230616_4-31020999448_26b_11.RCC,116.60473146227035
X20230616_4-31020999448_28_04.RCC,27.40251459180774
X20230616_4-31020999448_35b_06.RCC,143.39332211078343
X20230616_4-31020999448_5_12.RCC,0.7947842677935497
X20230623_5-31020999449_13_07.RCC,154.8210477740656
X20230623_5-31020999449_13b_09.RCC,46.757601628869295
X20230623_5-31020999449_17b_02.RCC,60.61636144684566
X20230623_5-31020999449_18b_06.RCC,79.73410396805188
X20230623_5-31020999449_1_10.RCC,10.26747887887662
X20230623_5-31020999449_20_08.RCC,152.7459858514238
X20230623_5-31020999449_24_04.RCC,26.322353369115127
X20230623_5-31020999449_25b_11.RCC,163.55825262852804
X20230623_5-31020999449_27_12.RCC,66.21643247371539
X20230623_5-31020999449_31b_05.RCC,4.2995123216990185
X20230623_5-31020999449_6b_03.RCC,100.22222054319106
X20230623_6-31020999471_16_12.RCC,110.50744861044512
X20230623_6-31020999471_22b_05.RCC,94.36535940864509
X20230623_6-31020999471_23_03.RCC,158.90038894907082
X20230623_6-31020999471_23b_04.RCC,65.23978634383991
X20230623_6-31020999471_29_11.RCC,160.87614258419114
X20230623_6-31020999471_30b_09.RCC,116.58858956808712
X20230623_6-31020999471_32_08.RCC,72.21554792293372
X20230623_6-31020999471_40b_10.RCC,7.3425573301703135
X20230623_6-31020999471_4_06.RCC,8.323471959871481
X20230623_6-31020999471_7_07.RCC,32.86235441486931
X20230623_6-31020999471_8_02.RCC,137.53354753743577
X20230711_7-31021038724_10C_11.RCC,59.974847758011535
X20230711_7-31021038724_11C_12.RCC,100.5747801466497
X20230711_7-31021038724_1C_02.RCC,157.2791557338809
X20230711_7-31021038724_2C_03.RCC,3.7042103092507115
X20230711_7-31021038724_3C_04.RCC,2.5516529990875254
X20230711_7-31021038724_4C_05.RCC,79.1799318801102
X20230711_7-31021038724_5C_06.RCC,73.7373374352674
X20230711_7-31021038724_6C_07.RCC,119.11895882108027
X20230711_7-31021038724_7C_08.RCC,116.20694964782692
X20230711_7-31021038724_8C_09.RCC,117.06610189379526
X20230711_7-31021038724_9C_10.RCC,167.05587258156652
X20230711_8-31021038725_12C_02.RCC,111.54368369346513
X20230711_8-31021038725_13C_03.RCC,128.81954892610102
X20230711_8-31021038725_14C_04.RCC,52.12988404747395
X20230711_8-31021038725_15C_05.RCC,79.93023751513321
X20230711_8-31021038725_16C_06.RCC,138.12267804241765
X20230711_8-31021038725_17C_07.RCC,124.76536039348514
X20230711_8-31021038725_19C_09.RCC,136.36077793221708
X20230711_8-31021038725_20C_10.RCC,127.30366001483146
X20230711_8-31021038725_21C_11.RCC,31.618315827662165
X20230711_8-31021038725_22C_12.RCC,122.40239737889203
X20230712_10-31021038677_1d_06.RCC,122.52052217194533
X20230712_10-31021038677_2d_07.RCC,35.680176176821504
X20230712_10-31021038677_34c_02.RCC,83.92790599124928
X20230712_10-31021038677_35c_03.RCC,53.75247586804912
X20230712_10-31021038677_36c_04.RCC,29.1995383022275
X20230712_10-31021038677_37c_05.RCC,98.34019638602803
X20230712_10-31021038677_3d_08.RCC,119.35816753808929
X20230712_10-31021038677_4d_09.RCC,97.33774797276807
X20230712_10-31021038677_5d_10.RCC,139.07563919496633
X20230712_10-31021038677_6d_11.RCC,134.40958266578807
X20230712_10-31021038677_7d_12.RCC,106.18799555929282
X20230712_9-31021038676_23c_02.RCC,153.92715568302944
X20230712_9-31021038676_24c_03.RCC,82.16928303641401
X20230712_9-31021038676_25c_04.RCC,0.577320097971485
X20230712_9-31021038676_26c_05.RCC,12.739214292758989
X20230712_9-31021038676_27c_06.RCC,39.90976019886694
X20230712_9-31021038676_28c_07.RCC,131.1912867482499
X20230712_9-31021038676_29c_08.RCC,109.62798721815932
X20230712_9-31021038676_30c_09.RCC,146.49359798850435
X20230712_9-31021038676_31c_10.RCC,18.850329135433892
X20230712_9-31021038676_32c_11.RCC,76.45083034294292
X20230712_9-31021038676_33c_12.RCC,100.48694396341104
X20230713_11_10d_04.RCC,118.04851673963248
X20230713_11_11d_05.RCC,62.2482066092544
X20230713_11_12d_06.RCC,37.22127357194483
X20230713_11_13d_07.RCC,58.25676250581826
X20230713_11_14d_08.RCC,59.026310052985664
X20230713_11_15d_09.RCC,46.41726377436492
X20230713_11_16d_10.RCC,105.9377498818439
X20230713_11_17d_11.RCC,54.28168864301111
X20230713_11_18d_12.RCC,97.99952704470371
X20230713_11_8d_02.RCC,74.13408409029248
X20230713_11_9d_03.RCC,84.11018896414288
X20230713_12-31021038629_19d_02.RCC,65.19951814847408
X20230713_12-31021038629_20d_03.RCC,99.02737128223944
X20230713_12-31021038629_21d_04.RCC,69.37240165171146
X20230713_12-31021038629_22d_05.RCC,116.29528521708974
X20230713_12-31021038629_23d_06.RCC,111.51245696935369
X20230713_12-31021038629_24d_07.RCC,66.71319894131679
X20230713_12-31021038629_25d_08.RCC,117.98635744917323
X20230713_12-31021038629_26d_09.RCC,0.7726138184782471
X20230713_12-31021038629_27d_10.RCC,61.82952558380671
X20230713_12-31021038629_28d_11.RCC,92.65758732305092
X20230713_12-31021038629_29d_12.RCC,117.39966242230773
X20230714_13-31021038627_30d_02.RCC,108.63986057813983
X20230714_13-31021038627_31d_03.RCC,118.74968220855159
X20230714_13-31021038627_32d_04.RCC,28.396531385004327
X20230714_13-31021038627_33d_05.RCC,111.41847585330103
X20230714_13-31021038627_34d_06.RCC,90.8672255157716
X20230714_13-31021038627_35d_07.RCC,25.96703869615264
X20230714_13-31021038627_36d_08.RCC,47.183144786027235
X20230714_13-31021038627_37d_09.RCC,35.236664211449515
X20230714_13-31021038627_38d_10.RCC,18.19527168271467
X20230714_13-31021038627_39d_11.RCC,146.6104250047728
X20230714_13-31021038627_40d_12.RCC,32.813912271799666
X20230714_14-31021038700_41d_02.RCC,17.386169646316656
X20230714_14-31021038700_42d_03.RCC,84.941354944276
X20230714_14-31021038700_43d_04.RCC,50.0036526110893
X20230714_14-31021038700_44d_05.RCC,60.292831949452875
X20230714_14-31021038700_45d_06.RCC,5.159872766647591
X20230714_14-31021038700_46d_07.RCC,44.64615096278086
X20230714_14-31021038700_47d_08.RCC,41.67630271976069
