"","X20170803_mel.1_Sample.01_01","X20170803_mel.1_Sample.01_02","X20170803_mel.1_Sample.01_03","X20170803_mel.1_Sample.01_04","X20170803_mel.1_Sample.01_05","X20170803_mel.1_Sample.01_06","X20170803_mel.1_Sample.01_07","X20170803_mel.1_Sample.01_08","X20170803_mel.1_Sample.01_10","X20170803_mel.1_Sample.01_11","X20170803_mel.1_Sample.01_12","X20170810_207383791218_Sample.01_01","X20170810_207383791218_Sample.02_02","X20170810_207383791218_Sample.03_03","X20170810_207383791218_Sample.04_04","X20170810_207383791218_Sample.05_05","X20170810_207383791218_Sample.06_06","X20170810_207383791218_Sample.07_07","X20170810_207383791218_Sample.08_08","X20170810_207383791218_Sample.09_09","X20170810_207383791218_Sample.10_10","X20170810_207383791218_Sample.11_11","X20170810_207383791218_Sample.12_12","X20170810_207383811218_Sample.01_01","X20170810_207383811218_Sample.02_02","X20170810_207383811218_Sample.03_03","X20170810_207383811218_Sample.04_04","X20170810_207383811218_Sample.05_05","X20170810_207383811218_Sample.06_06","X20170810_207383811218_Sample.07_07","X20170810_207383811218_Sample.08_08","X20170810_207383811218_Sample.09_09","X20170810_207383811218_Sample.10_10","X20170810_207383811218_Sample.11_11","X20170810_207383811218_Sample.12_12","X20170810_207383821218_Sample.01_01","X20170810_207383821218_Sample.02_02","X20170810_207383821218_Sample.03_03","X20170810_207383821218_Sample.04_04","X20170810_207383821218_Sample.05_05","X20170810_207383821218_Sample.06_06","X20170810_207383821218_Sample.07_07","X20170810_207383821218_Sample.08_08","X20170810_207383821218_Sample.09_09","X20170810_207383821218_Sample.10_10","X20170810_207383821218_Sample.11_11","X20170810_207383821218_Sample.12_12","X20170815_2.07384E+11_Sample.01_01","X20170815_2.07384E+11_Sample.02_02","X20170815_2.07384E+11_Sample.03_03","X20170815_2.07384E+11_Sample.04_04","X20170815_2.07384E+11_Sample.05_05","X20170815_2.07384E+11_Sample.06_06","X20170815_2.07384E+11_Sample.07_07","X20170815_2.07384E+11_Sample.08_08","X20170815_2.07384E+11_Sample.09_09","X20170815_2.07384E+11_Sample.10_10","X20170815_2.07384E+11_Sample.11_11","X20170815_2.07384E+11_Sample.12_12","X20170815_2.07E+11_Sample.01_01","X20170815_2.07E+11_Sample.02_02","X20170815_2.07E+11_Sample.03_03","X20170815_2.07E+11_Sample.04_04","X20170815_2.07E+11_Sample.05_05","X20170815_2.07E+11_Sample.06_06","X20170815_2.07E+11_Sample.07_07","X20170815_2.07E+11_Sample.08_08","X20170815_2.07E+11_Sample.09_09","X20170815_2.07E+11_Sample.10_10","X20170815_2.07E+11_Sample.11_11","X20170815_2.07E+11_Sample.12_12","X20170824_207384001218_Sample.05_05","X20170824_207384001218_Sample.06_06","X20170824_207384001218_Sample.08_08","X20170824_207384001218_Sample.11_11","X20170824_207384001218_Sample.12_12","X20170925_2.07E+11_Sample.01_01","X20170925_2.07E+11_Sample.02_02","X20170925_2.07E+11_Sample.03_03","X20170925_2.07E+11_Sample.04_04","X20170925_2.07E+11_Sample.06_06"
"IL37",105.79796940429,171.830011507212,110.598764913462,36.4900090350255,27.9874924972899,73.7884987756777,56.6276437771709,116.999419411803,45.6072653653955,34.4494288966304,441.674586209393,302.093259766281,329.680389385911,620.093322528724,429.710071332827,228.020970146473,15.6330721934071,193.061866992036,503.697461303276,573.253248815579,560.905915255408,439.543796843624,777.658180540679,2334.85917858184,97.4123996972079,529.847301192227,147.146778747082,307.337961924991,356.744044877492,7.98167871255188,127.135861452745,449.489365216826,53.4892215322253,142.239800120712,18.6718342768545,101.707555043582,1191.73040180862,26.140552274564,166.194797287493,296.951012648008,338.615856462429,121.770679139695,134.769433420306,45.7677691372647,135.116220123187,85.0595838276109,213.441843983971,299.422268897456,184.04049828004,330.896840689673,193.63880797167,390.368872348488,517.48882732825,68.9190358165641,61.3941913919413,45.3374159274823,38.6435607643096,1103.35962350574,178.567590119473,1761.1915223976,220.989069306791,504.32250631197,212.755318160233,72.7451286592755,146.50118939788,432.738105386263,387.00044032897,653.373621351314,121.647777816306,17.2592071728578,136.21186532479,213.677123195196,70.687484670518,389.97184541224,155.975888165551,1120.29816631116,100.226494005645,94.5299465863647,59.4922203745582,108.938871065825,254.145975031805
"CD94",54.1436666951366,98.6921091733732,20.1088663479023,16.2177817933447,23.9892792833914,36.8942493878388,138.423129233084,14.0399303294163,27.3643592192373,27.0674084187811,16.332018461119,100.697753255427,50.7200599055248,27.084535926542,41.3182760896949,23.9054242895496,6.25322887736285,26.9871426978115,29.0980605135359,37.0318636185775,280.452957627704,46.7599783876195,77.7658180540679,291.85739732273,20.3295442846347,353.231534128151,36.4722784928664,62.2599922868305,35.391274293402,23.9450361376556,24.0256746052431,64.4268090144117,25.2163472937634,45.0426033715589,31.008581924062,36.1204401089356,23.3872007180873,42.7754491765592,39.2404382484358,27.5740226030293,32.9464076558039,24.5429275785432,15.4423309127434,14.5926220437655,58.2854282884336,20.8479372126497,33.6386727617695,50.3701013098524,10.5542938081743,19.8822136036713,32.8494406380512,60.0567495920751,173.358757154964,20.8359875724496,22.4222264214047,37.6386094492306,22.6291121592804,245.191027445719,60.8908640637283,0,39.8349395316962,36.0230361651407,17.7296098466861,36.8216083337073,68.3672217190106,58.4287737230397,33.4538691050583,75.5794351184764,48.8864901504781,16.108593361334,33.6325593394542,113.123182868045,53.0156135028885,129.990615137413,21.0386081711673,47.1831841102973,30.7712920192771,77.6221512619742,38.6699432434628,131.840792823981,39.1324597764708
"CREB1",342.909889069199,277.571557050112,321.741861566436,410.309879371621,301.865097649341,279.199725097159,369.652674656532,245.698780764786,857.416588869435,349.415635951537,410.430724805513,796.427684838378,995.381175645925,386.311012425941,958.584005280922,627.0576679028,500.258310189028,354.984723178905,839.830229304467,521.408639749571,560.905915255408,514.359762263815,311.063272216272,2043.00178125911,506.120946252885,9007.40412026786,753.341200594033,314.695961013434,474.243075531587,215.505325238901,398.425770536949,368.581279477797,459.243173440963,536.955245455688,308.752116792273,463.862494030542,391.481403324504,931.554226511734,551.674396551539,984.180499061969,823.660191395097,329.441604804292,415.539086379276,560.489346680995,1655.83603092141,311.88514070124,222.967839810313,445.868674557583,311.351667341143,273.14374403139,465.078922717673,3453.26310154432,462.505639424623,305.594484395928,270.134442124542,420.86808747776,296.615439380106,1593.74167839718,491.231914581539,1320.8936417982,404.988551905578,571.865699121609,2748.08952623634,368.216083337073,1777.54776469428,390.742424272828,481.27952598868,556.603690405228,426.33566991696,248.916121226327,329.599081526651,1784.83244080693,308.873574321176,259.981230274827,233.601097624685,410.130754189507,346.396830159862,426.537563865304,614.257175367314,425.851950530043,353.482219079769
"TNFSF18",26.1383218528246,20.2671295623891,20.1088663479023,46.2206781110324,23.9892792833914,12.9628443795109,20.4488713639784,2.33998838823605,41.046538828856,19.6853879409317,16.332018461119,91.5434120503883,31.700037440953,18.5315245813182,8.26365521793898,18.3887879150381,25.0129155094514,12.4556043220668,24.0811535284435,26.6629418053758,560.905915255408,14.0279935162859,103.687757405424,291.85739732273,12.2824330053001,0,22.6379659610895,20.37599747569,36.8069252651381,16.9610672641727,26.0278141556801,13.4846809565048,7.64131736174647,22.5213016857794,12.3367476472075,13.30753056645,11.1851829521287,38.0226214902748,33.4697855648423,27.5740226030293,49.4196114837058,11.956810871598,18.250027442333,10.6128160318295,29.1427141442168,25.0175246551797,12.2051821525004,15.8572541160647,13.1928672602179,10.887878878201,19.0180972115033,60.0567495920751,33.6367737763362,10.6851218320254,44.8444528428093,22.2409964927272,29.9400560876633,0,12.9991732270881,880.595761198801,12.3298622360012,33.7715964048194,70.9184393867443,23.3502882116193,68.3672217190106,14.6071934307599,28.8919778634594,20.4841459666899,62.5292315878209,11.8896760524132,30.2693034055088,100.553940327151,19.2085556169886,0,18.8622004293224,26.6161551391421,17.5835954395869,15.3707230221731,23.7968881498233,29.7106011997704,14.190892006852
"RPL19",22933.8880618676,19951.6672848528,27951.3242235841,27447.7847961462,42263.1127775148,19950.8146419427,19552.2670041732,23144.8251480428,28983.4171397088,29190.9696429091,25926.0141753877,30007.9304701173,69023.6615239311,29118.7271248143,27418.8080131215,33644.1263693538,35784.1022507089,22650.5164596785,37250.534364311,25310.5381460253,18229.4422458008,32554.2969534607,47566.7587097382,7880.1497277137,22656.0065087076,416636.594504154,49256.4409370038,20957.279403677,54042.4758460249,17939.8206162994,23453.0626938182,20212.0384559166,11082.2025697409,31587.9036118072,22121.1222338913,30272.7309628785,21914.8239076616,79866.5164403223,26791.9862793879,36088.03235138,50710.0124502248,16417.9599383747,32504.70272306,15872.129676603,53831.8916996674,30896.6429491469,13238.7526996585,22154.915949277,21377.0624650941,24151.2088960025,28319.6756658568,115789.413213521,24274.1071678999,27040.8378203068,24475.9955890986,33181.0004983228,29576.5977323665,23047.9565798976,25229.3427327421,9686.55337318682,24745.0850567132,28154.2542028178,80439.2398744148,13148.9065271661,88906.6884725933,12135.8388921932,17787.5742662009,20244.6933638379,23541.6872452547,17521.9306598224,61719.1096438324,134893.110948873,17120.9697925343,37827.2690049873,19538.3377677889,26758.9145167066,15201.0182575229,15559.7829153458,40656.9834039731,23845.8523171074,23913.8031666982
"PILRA",166.165046064385,288.145711604402,206.115880065998,132.985810705426,95.9571171335655,120.654166916987,169.096436279052,63.1796864823735,237.157779900057,86.1235722415761,71.7188636770879,91.5434120503883,44.3800524173342,272.27086115629,33.0546208717559,154.46581848632,62.5322887736285,101.720768630212,100.338139701848,109.614316310989,280.452957627704,210.419902744288,518.438787027119,145.928698661365,61.8356971990972,0,213.803011854734,179.987977701928,58.0416898411793,210.516776043556,85.0909308935694,161.816171478057,74.8849101451154,173.0584234802,82.3561261854119,155.888215206985,77.2794458510709,33.2697938039905,111.950662061714,36.0583372501152,60.4017473689738,64.5038481230944,138.98097821469,35.8182541074245,42.3894023915881,60.0420591724312,51.4999149361604,136.652219294322,17.8103708012942,68.6409755364844,165.111662154415,120.11349918415,432.103170819088,137.303815541527,196.995274988055,207.867774912796,156.663084179633,0,106.730053864513,0,153.6490524794,78.8003916112454,70.9184393867443,154.471137399943,58.6004757591519,136.942438413374,180.955019250088,233.095454103712,261.485877549069,59.8319181992404,85.7630263156082,50.2769701635756,277.371543109315,259.981230274827,318.480999556636,300.036657932147,164.406617360138,242.088887599227,77.3398864869257,350.956476672288,181.041379844991
"ITGA9",77.1702835654821,74.0190818800299,331.796294740387,50.2751235593685,107.951756775261,186.465530689888,193.477782905334,86.579570364734,150.503975705805,44.2921228670963,129.235972170594,466.87140145698,95.100112322859,82.6791096704965,264.436966974047,123.204879030755,112.558119792531,132.85977943538,263.88930741586,223.672456256208,560.905915255408,163.659924356668,51.8438787027119,1167.42958929092,104.188914458753,176.615767064076,314.41619390402,130.745983802344,58.0416898411793,94.7824347115535,224.239629648936,88.3995751593092,59.6022754216225,274.996946900043,74.3539114953314,111.212934019618,248.107694574491,244.770625843644,186.96914694843,97.5696184414883,82.3660191395097,49.4005080747601,176.884881364151,110.77126733222,182.804297813724,307.71555325871,32.1502359139036,110.534388985509,19.7893008903269,36.4507249400641,479.77472510838,390.368872348488,126.784762695421,55.028377434931,72.0714420688007,62.4458747680416,142.389336509934,1103.35962350574,199.776767489985,2201.489402997,103.381152594164,378.241879733978,265.944147700291,93.4011528464772,576.238011631661,144.246035128754,142.178943696498,103.12707969437,97.7729803009562,24.1628900420009,26.9060474715634,301.661820981453,152.900102711229,389.97184541224,72.546924728163,152.437979433268,101.105673777625,122.965784177385,260.278464138692,186.310228356894,99.3362440479643
"GUSB",1049.88926108845,835.358209788909,2066.18601724696,828.728649639913,1635.26920448451,720.933575875878,795.146498037775,1003.85501855327,1436.62885900996,570.876250287019,814.470659778414,1107.6752858097,1477.22174474841,903.768198811979,1801.4768375107,1368.12582087884,1300.67160649147,911.335049564557,1352.55812318091,1193.90728306294,1121.81183051082,799.595630428294,1322.01890691915,2772.64527456593,575.58022255872,2296.00497183298,2072.6315502153,1401.98182631345,1908.29750990024,1111.44876072285,876.937123091374,904.971921969877,1137.79215516405,1140.28906430104,672.186033966763,1521.81117406331,741.272579281983,2229.07618486736,1738.12058829836,1841.09627841765,948.1243980948,622.383471158442,1955.56063285923,561.152647682984,1173.65657871709,1140.79912427619,723.38030806283,1780.20996944173,797.508825880173,554.335050711884,1238.7696956402,1411.33361541377,890.72764403875,850.001441737624,889.414981382385,650.976858883283,1832.60994471465,1103.35962350574,760.793717290628,440.297880599401,749.276243572381,1233.78898865607,1932.52747328878,832.527583545042,2392.85276016537,960.422968072465,767.158043795542,739.548304383596,1316.52454870357,617.879616788309,1256.17609132861,1608.86304523442,1339.98883984112,3249.76537843533,1003.32396899049,1025.93179809057,1172.82581582045,936.077032050343,1230.00165624399,780.522252352303,642.890410613448
"KLRK1",187.324639945243,335.729407098707,25.1360829348778,42.9771217523634,93.9580105266162,254.271178213484,897.390854857666,79.5596052000258,291.886498338531,56.5954903301786,88.760969897386,1116.82962701474,6.3400074881906,82.6791096704965,16.527310435878,301.576121806625,40.6459877028585,41.5186810735561,114.385479260107,39.9944127080637,2243.62366102163,201.067907066764,233.297454162204,1605.21568527501,27.9531233913727,176.615767064076,22.6379659610895,200.363975177618,36.8069252651381,45.8946525971733,324.346607170782,206.76510799974,100.865389175053,196.765056833652,47.3464369163097,122.61938879086,77.2794458510709,9.50565537256871,159.270014067181,44.5426518972012,14.6428478470239,67.335724382157,92.6539854764601,19.235729057691,82.1294671337019,14.1765973046018,110.144326742077,244.854659145116,3.29821681505448,42.1313573982559,121.024254982294,60.0567495920751,1632.67725022063,51.2885847937221,192.724374717311,307.952259130068,86.6869065793972,1225.9551372286,152.569243665297,1761.1915223976,391.710238728346,173.36086154474,17.7296098466861,130.222761180185,9.76674595985866,222.759699819089,215.16920356208,578.500536093758,106.868141259185,30.2994970367948,31.9509313724815,201.107880654302,239.722774100017,389.97184541224,54.4101935461223,256.482949522642,62.4217638105336,349.683948754438,44.6191652809187,990.353373325681,114.817217146348
"CXCL11",300.590701307483,353.352998022524,10.0544331739511,34.8682308556911,51.9767717806813,308.116839482222,456.953625479671,88.91955875297,305.56867794815,61.5168373154115,29.8236858855217,1025.28621496435,12.6800149763812,71.2750945435315,49.5819313076339,194.921151899404,37.5193732641771,18.6834064831003,21.0710093373881,71.1011781476688,2804.52957627704,14.0279935162859,77.7658180540679,1751.14438393638,55.4827146101489,176.615767064076,32.6992841660181,148.857981558513,90.6016621911091,21.9496164595177,150.16046628277,1516.27745866476,275.087425022873,143.425131788385,163.378549922477,51.3290464705927,31.5218792287263,11.8820692157109,133.879142259369,44.5426518972012,14.6428478470239,117.050885374591,122.134799037152,37.8081571133926,135.116220123187,5.00350493103594,448.614865946784,187.022320604174,15.1717973492506,57.7530966582834,43.2229482079622,210.198623572263,518.13568836241,108.453986595058,66.198954196528,597.085213535521,16.0144486050292,1103.35962350574,169.673418964097,3962.68092539461,191.587090128634,90.0575904128519,230.484928006919,175.127161587145,107.434205558445,1019.76469138493,106.44412897064,813.008689919311,501.370747822345,62.9002216966373,114.350701754144,791.862280076315,271.993147536558,0,133.48634149982,210.509590645942,44.8381683709466,487.251919802888,28.2588046779152,588.641286270452,110.516946841242
"GATA3",235.867237671917,324.274072998226,35.190516108829,259.484508693515,75.9660510640727,181.479821313153,285.497704043237,180.179105894176,323.811584094308,76.2808782711103,1241.23340304505,1565.39234606164,234.580277063052,1020.65935386337,842.892832229776,318.12603093016,18.7596866320885,718.273182572521,1033.48283892903,211.822259898263,5328.60619492638,1500.99530624259,1244.25308886509,2188.93047992047,115.200750946263,4238.77840953781,108.159170702983,578.451928337644,116.083379682359,25.9404558157936,181.193629314542,750.6472399121,90.1675448686084,535.769913788016,33.0091355965821,272.804376612224,497.232223962812,90.3037260394027,626.692881438255,176.049528927033,126.294562680582,185.959874345116,671.039470571938,131.996899395879,264.933764947426,109.243190994285,515.296836731177,174.896185103654,135.886532780245,430.781294746212,681.193663757483,330.312122756413,911.42719713188,248.429082594592,98.2307062271061,113.77125128972,153.877962683107,3555.26989796293,239.458454183201,3522.38304479521,641.152836272062,240.904054354379,212.755318160233,111.362913009261,156.267935357738,959.510018483042,872.841857559248,789.69914450894,131.879833894313,25.6970417906994,77.3548864807447,263.954093358772,169.803631654179,389.97184541224,205.307796980701,1213.45470929816,143.306302832633,202.125007741576,142.78132889894,788.568873510574,597.737572409828
"HLA-DPB1",2499.94378292372,5680.08335474611,563.048257741263,1200.11585270751,1511.32459485366,1990.2951831926,4509.76263080969,1137.23435668272,3219.87293479692,994.11209101705,1736.16457119287,6060.1738777357,424.78050170877,2520.28734305927,909.002073973288,1726.70718522208,281.395299481328,1141.76372952279,1435.83877913344,1149.46904672065,1963.17070339393,3712.74228397699,3680.91538789255,1313.35828795228,892.80581983354,883.078835320378,1793.42997002853,3242.61359828411,780.02368542658,1296.02508095061,1448.54796474112,2397.27661448974,1891.22604703225,3523.99104799064,1120.31005661127,2759.41151674316,964.976238324556,527.563873177563,2741.06002470692,897.216273929338,417.321163640182,891.72636868707,1135.71324621903,739.580617218118,1775.05622514775,908.970062471528,1719.44224665469,3859.37581795397,180.082638101975,1416.84441228067,3589.23361918918,1111.04986745339,11426.8001684419,2720.43201843368,3159.93233781653,4335.28347019774,4013.36007649514,1593.74167839718,2913.86730390358,1320.8936417982,3639.20626150282,1461.18440444852,531.888295400582,3371.42238255457,615.304995471095,3403.47606936706,3983.29136912274,7420.20528896817,2683.0724826774,1092.31604507331,559.982113001912,615.892884503801,4003.8313328051,519.962460549653,2529.71126527104,6128.97463340426,2764.14120310306,10241.5127496739,1039.6265510454,14475.2524928715,2190.55769342134
"IKZF1",377.760984872965,485.529929951149,120.653198087414,112.713583463746,153.931208735095,409.825310767615,873.009508231385,175.499129117704,1349.97505481571,233.763981798564,292.556156781784,1858.33126462288,152.160179716574,260.866846029325,338.809863935498,702.451698354457,221.989625146381,172.302526455258,191.645846830529,165.902749011227,2524.07661864934,528.387755780101,388.829090270339,2918.5739732273,114.777218773667,2119.38920476891,295.551222269779,304.507962275589,127.408587456247,135.688538113382,231.247118075465,320.635747188003,139.83610771996,424.348737026791,176.048723181771,240.486088093703,220.653154601084,106.938622941398,488.197217032011,318.161799265723,186.696310049555,129.007696246189,171.269488304972,141.946414425719,794.801294842276,113.412778436815,149.141372156164,294.291980801082,13.8525106232288,106.985244629279,443.467448613692,1651.56061378207,1269.14134902253,143.714888640742,198.063000055741,403.759628637201,239.17230851424,5026.41606263725,643.801158246836,6604.46820899101,385.07108213973,668.677608815425,1542.47605666169,222.725826018522,410.203330314064,305.838112456536,570.996720406791,1007.2549016724,393.365711443382,55.6130008903196,92.4895381834991,1596.29380269352,381.866085665733,1169.91553623672,143.642910961763,613.381393433865,201.33216778327,366.591744078829,270.68960270424,1576.51877616282,281.237677953977
"IFNGR1",907.995513887407,1125.26628048569,804.35465391609,1211.46829996285,765.657830461575,608.256543961667,850.201151710024,783.896110059078,1058.08855647718,447.842575656196,1328.57419742407,1702.70746413722,653.020771283632,1548.0950534855,760.256280050386,810.945547053182,268.888841726602,950.777796584435,1641.53196552223,823.588646877163,1682.71774576623,1342.01137972468,1503.47248237865,1605.21568527501,557.368339137068,883.078835320378,745.795211940336,1079.36186628169,780.02368542658,824.108327070981,1045.11684532808,1284.04128663607,412.63113753431,2456.00721541763,569.157519831976,1178.66699302843,1237.48796843096,601.232702314971,1094.11574880933,464.516226927955,464.91041914301,648.499663325353,1107.63628092314,567.122356700888,786.853281893854,810.567798827822,1366.98040108005,864.686739152467,465.708214285693,1424.89197492978,1363.25178647913,510.482371532639,2101.00463895269,722.31423584492,1313.3018332537,1056.44733340454,1320.14758935371,2206.71924701147,779.950393625284,4843.27668659341,1122.01746347611,981.627735500085,212.755318160233,1065.1323776531,302.769124755618,1119.27619663198,1328.2706665122,1754.57305452612,1077.77657355008,1061.63301009934,405.272340040423,414.785003849498,1658.08252085845,909.934305961893,1533.64198875337,1765.13501581856,1316.13211865308,1344.16972828904,539.891899899116,2828.69682256148,1546.37720171636
"CD68",3146.55607828288,1269.77972606099,2146.62148263857,827.106871460579,1747.21917447367,1122.78175164072,1713.77271931188,568.617178341361,2955.35079567763,2194.92075541388,933.765403320501,2013.95506510854,1439.18169981927,2193.8474100499,1247.81193790879,1187.91569931146,1816.56298887391,1509.20405702377,354.193633147523,2482.61613698943,4487.24732204327,2127.57901663669,2695.88169254102,1751.14438393638,1164.71347464053,11126.7933250368,8313.1641668223,2190.98572856655,2134.80166537801,2488.28833863805,795.850471298679,952.917454259671,819.149221179222,855.809464059618,2169.93388346016,1485.69073395438,487.063875824513,2630.69012435839,1143.74336188823,2008.6614926976,858.436955031779,722.75775189633,499.769982266967,750.856734251936,2771.20718135007,3027.12048327674,437.00505853343,688.857774394926,804.764902873293,343.678263720605,1168.7485195433,7537.12207380543,1987.15709694048,1709.08523703247,1679.53153146998,1560.29144625901,673.99940215949,5761.98914497441,1929.35097370465,3962.68092539461,664.864109802834,634.906012410606,5957.14890848652,1204.33601891467,1338.04419650064,731.272621127419,793.769076038202,1218.45351008759,6202.89977351183,506.270077070496,1079.60515479648,1985.94032146124,1161.73344371547,1429.89676651155,4441.32273185814,2203.0917503808,1522.73936506823,1265.01050472485,2431.74450781007,1631.60718255406,1444.03076845482
"TBP",224.042758738496,217.651347909136,140.762064435316,347.060530377576,269.879391938153,152.56270692809,195.837268062716,152.099245235344,214.354147217359,162.404450512686,266.992997451337,274.630236151165,323.340381897721,215.250785521465,198.327725230536,264.798545976549,128.191191985938,186.834064831003,538.815810198923,225.153730800951,2524.07661864934,289.911866003241,259.21939351356,2626.71657590457,200.330717638171,1059.69460238445,403.710392972762,223.003972372829,297.286704064577,109.748082297588,375.401165706924,223.246384724357,171.165508903121,577.256522156557,181.383532975158,298.468899847521,260.309712340449,325.568696510478,310.461114377331,246.045124765492,226.964141628871,158.58507050751,294.808135606918,199.653601598792,365.608595627447,226.825556873629,167.002614330555,312.947573878805,139.184749595299,207.343084724001,320.714275703079,180.170248776225,410.756756691798,225.990326747338,285.082593072145,403.759628637201,381.90978521124,1471.14616467432,218.933443824641,880.595761198801,282.638380486797,227.395415792451,88.6480492334304,193.088921749929,136.734443438021,224.585598997934,329.216484602051,329.159035188878,226.242128835934,274.996700954201,99.2160500513899,276.523335899666,292.738387602906,129.990615137413,215.464366442644,422.229006525481,282.21670680537,321.248111163418,188.887799689222,385.618844738687,279.947596862445
"IRF8",549.527099905812,877.654828006069,60.3265990437068,101.361136208404,147.933888914247,227.348347579115,497.064873155167,243.35879237655,852.855862332896,238.685328783797,181.782466349847,1254.14474509032,82.4200973464778,327.865434900245,214.855035666414,354.903606760236,71.9121320896728,220.049009689847,128.432818818365,143.683630840081,0,575.14773416772,414.751029621695,437.786095984095,80.8946449659422,529.847301192227,286.747568840467,358.843955544096,165.631163693121,194.553418618452,349.373351551244,587.332770549986,152.062215498755,489.541978748784,143.039587585189,245.238777581721,227.770998297893,123.573519843393,542.44135225779,256.65051807435,89.6874430630216,122.714637892716,213.384936248817,114.751073344156,267.5831025969,116.748448390838,208.381158701227,422.082793383486,14.5121539862397,112.665877087471,653.530976904388,180.170248776225,1267.20076592005,127.152949801103,243.975177966236,377.241517434334,304.970803869686,122.59551372286,802.5279050197,0,409.730806611732,306.195807403696,283.673757546977,290.082426628963,107.434205558445,465.604290605472,699.489990378492,1255.18370285544,466.12699910921,72.4886701260028,99.2160500513899,377.077276226817,421.819881349069,389.97184541224,218.366243431771,811.792731743833,277.820807945473,498.011425918409,168.065522558127,1908.90612708525,299.298813235425
"LCK",110.776697376257,301.363404797265,15.0816497609267,23.5157836003498,27.9874924972899,127.634160044415,321.676476456429,60.8396980941374,282.765045265452,49.2134698523292,80.9500045464161,668.266907967834,25.3600299527624,51.3180680713427,74.3728969614508,163.660212443839,28.1395299481328,37.3668129662005,53.1792140419794,32.5880399843482,1402.26478813852,140.279935162859,311.063272216272,1459.28698661365,15.247158213476,353.231534128151,16.3496420830091,110.935986256534,24.0660665195134,38.9106837236904,91.0973495448802,146.833192637497,55.7816167407493,142.239800120712,35.0096892691022,76.9935697058891,52.8754103191538,11.8820692157109,107.334139914839,31.8161799265723,12.8124918661459,31.7799446850367,54.7500823269991,18.5724280557016,79.4801294842276,20.8479372126497,59.2397865450631,69.0256943875755,5.27714690408717,35.9773389018815,130.533303588046,30.0283747960376,525.898020772334,39.5349507784941,68.3344043318999,166.807473695454,65.1022149813143,1103.35962350574,161.463414820673,1761.1915223976,110.968760124011,67.5431928096389,124.107268926803,53.8852804883522,9.76674595985866,79.4266142797571,128.493269971701,306.555839639427,55.7078608691495,14.1909036754609,38.6774432403723,175.969395572514,132.923204869561,519.962460549653,55.1356627934039,198.411338309968,86.1596176539759,141.410651803993,37.1826377340989,700.67501162792,92.8858385903042
"SKAP1",177.36718400131,142.751086482915,15.0816497609267,34.8682308556911,31.9857057111885,67.8056475235957,180.107367013502,39.7798026000129,77.5323511211724,19.6853879409317,75.2693024729833,265.475894946126,12.6800149763812,41.3395548352482,33.0546208717559,117.688242656244,31.2661443868142,26.9871426978115,33.1115861016098,56.2884327002378,3926.34140678786,93.5199567752391,129.60969675678,729.643493306824,8.47064345193112,176.615767064076,18.8649716342412,61.6939923569503,5.66260388694432,25.9404558157936,252.269583355053,74.9148942028044,25.980479029938,92.4558700784629,14.3373013197276,84.5978728867176,34.5723836702159,4.75282768628435,206.589366072648,25.4529439412578,3.66071196175599,26.1161921669114,46.3269927382301,15.2559230457549,63.5841035873821,12.5087623275898,35.1271096096354,262.11108274201,3.95786017806538,26.9830041764111,309.476309169009,60.0567495920751,369.357650505538,28.8498289464687,53.3862533842968,115.482097173776,56.0505701176022,1471.14616467432,64.3116991234884,2641.7872835964,51.2163508264665,49.5316747270685,88.6480492334304,58.3757205290482,48.8337297992933,279.362574363283,114.047281039971,317.857437414153,27.2854828746855,9.20491049219083,13.4530237357817,138.261667949833,240.491116324697,129.990615137413,36.2734623640815,163.326406535644,50.1132470028227,79.9277597153002,16.3603606030035,437.612396838286,41.2825949290241
"MFGE8",724.404919921139,1402.8378375358,1558.43714196243,911.439336785971,2474.89397940321,2175.76357200715,1853.76883864989,2536.54741284788,2294.04544787939,4148.69550855135,2327.66767458905,2178.73320679924,982.701160669544,2158.20986277813,2454.30559972788,1737.7404579711,681.60194763255,1062.87823548304,1696.71794235825,2411.51495884177,0,1720.7672046644,751.736241189323,291.85739732273,1112.61901741115,529.847301192227,1261.43776994293,1443.86582112459,1131.10512641713,605.609872314874,1825.95126999848,3736.75492283588,1329.58922094389,2230.79419855984,807.556832473958,2018.94249450998,1529.31956000014,6112.13640456168,1816.60146479524,3506.14302790826,1158.61533589577,1263.6461173773,11142.3436776767,2807.75314142089,4215.09620031354,1723.70744874188,1494.0929078878,4978.24501279041,1389.86856586396,1629.39474342468,6608.78878099741,2822.66723082753,1124.89133840478,4466.91518187824,1318.10659605829,1892.19554776586,2982.16884240609,612.977568614299,2268.01364462089,880.595761198801,824.203867929619,2492.34381467567,655.995564327385,3722.574793737,2510.05371168367,3041.94803195575,1291.01522137248,1220.57255967035,748.076988814293,915.505056035813,924.895381834991,1395.18592203922,2376.48250093383,389.97184541224,624.629021909484,1460.25905695202,1724.95071262348,3028.80097151921,1323.70190333392,1520.81139891325,755.127465576733
